GAME_ID,GAME_ID_AWAY_TEAM_ID,AWAY_TEAM_ID,INN_CT,BAT_HOME_ID,OUTS_CT,BALLS_CT,STRIKES_CT,PITCH_SEQ_TX,AWAY_SCORE_CT,HOME_SCORE_CT,BAT_ID,BAT_HAND_CD,RESP_BAT_ID,RESP_BAT_HAND_CD,PIT_ID,PIT_HAND_CD,RESP_PIT_ID,RESP_PIT_HAND_CD,POS2_FLD_ID,POS3_FLD_ID,POS4_FLD_ID,POS5_FLD_ID,POS6_FLD_ID,POS7_FLD_ID,POS8_FLD_ID,POS9_FLD_ID,BASE1_RUN_ID,BASE2_RUN_ID,BASE3_RUN_ID,EVENT_TX,LEADOFF_FL,PH_FL,BAT_FLD_CD,BAT_LINEUP_ID,EVENT_CD,BAT_EVENT_FL,AB_FL,H_FL,SH_FL,SF_FL,EVENT_OUTS_CT,DP_FL,TP_FL,RBI_CT,WP_FL,PB_FL,FLD_CD,BATTEDBALL_CD,BUNT_FL,FOUL_FL,BATTEDBALL_LOC_TX,ERR_CT,ERR1_FLD_CD,ERR1_CD,ERR2_FLD_CD,ERR2_CD,ERR3_FLD_CD,ERR3_CD,BAT_DEST_ID,RUN1_DEST_ID,RUN2_DEST_ID,RUN3_DEST_ID,BAT_PLAY_TX,RUN1_PLAY_TX,RUN2_PLAY_TX,RUN3_PLAY_TX,RUN1_SB_FL,RUN2_SB_FL,RUN3_SB_FL,RUN1_CS_FL,RUN2_CS_FL,RUN3_CS_FL,RUN1_PK_FL,RUN2_PK_FL,RUN3_PK_FL,RUN1_RESP_PIT_ID,RUN2_RESP_PIT_ID,RUN3_RESP_PIT_ID,GAME_NEW_FL,GAME_END_FL,PR_RUN1_FL,PR_RUN2_FL,PR_RUN3_FL,REMOVED_FOR_PR_RUN1_ID,REMOVED_FOR_PR_RUN2_ID,REMOVED_FOR_PR_RUN3_ID,REMOVED_FOR_PH_BAT_ID,REMOVED_FOR_PH_BAT_FLD_CD,PO1_FLD_CD,PO2_FLD_CD,PO3_FLD_CD,ASS1_FLD_CD,ASS2_FLD_CD,ASS3_FLD_CD,ASS4_FLD_CD,ASS5_FLD_CD,EVENT_ID
CIN201804120,CIN201804120SLN,SLN,7,0,0,3,0,BBBB,7,4,dejop001,R,dejop001,R,weisz001,R,weisz001,R,barnt001,gossp001,genns001,blana002,peraj003,winkj002,hamib001,ervip001,,,,W,F,F,6,7,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,61
CIN201804120,CIN201804120SLN,SLN,7,0,0,3,1,BBB1CB,7,4,wongk001,L,wongk001,L,weisz001,R,weisz001,R,barnt001,gossp001,genns001,blana002,peraj003,winkj002,hamib001,ervip001,dejop001,,,W.1-2,F,F,4,8,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,0,0,,,,,F,F,F,F,F,F,F,F,F,weisz001,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,62
CIN201804120,CIN201804120SLN,SLN,7,0,0,3,0,...BBBB,7,4,garcg002,L,garcg002,L,raint003,R,raint003,R,barnt001,gossp001,genns001,pennc001,peraj003,winkj002,hamib001,ervip001,wongk001,dejop001,,W.2-3;1-2,F,T,11,9,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,3,0,,,,,F,F,F,F,F,F,F,F,F,weisz001,weisz001,,F,F,F,F,F,,,,brebj001,1,0,0,0,0,0,0,0,0,63
CIN201804120,CIN201804120SLN,SLN,7,0,0,3,2,CBCBFBB,7,4,fowld001,L,fowld001,L,raint003,R,raint003,R,barnt001,gossp001,genns001,pennc001,peraj003,winkj002,hamib001,ervip001,garcg002,wongk001,dejop001,W.3-H;2-3;1-2,F,F,9,1,14,T,F,0,F,F,0,F,F,1,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,3,4,,,,,F,F,F,F,F,F,F,F,F,raint003,weisz001,weisz001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,64
CIN201804120,CIN201804120SLN,SLN,7,0,0,3,2,C*BS*BBFB,8,4,phamt001,R,phamt001,R,raint003,R,raint003,R,barnt001,gossp001,genns001,pennc001,peraj003,winkj002,hamib001,ervip001,fowld001,garcg002,wongk001,W.3-H;2-3;1-2,F,F,8,2,14,T,F,0,F,F,0,F,F,1,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,3,4,,,,,F,F,F,F,F,F,F,F,F,raint003,raint003,weisz001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,65
CIN201804120,CIN201804120SLN,SLN,7,0,0,3,2,BSBBFX,9,4,carpm002,L,carpm002,L,raint003,R,raint003,R,barnt001,gossp001,genns001,pennc001,peraj003,winkj002,hamib001,ervip001,phamt001,fowld001,garcg002,8/F/SF.3-H;2-3,F,F,5,3,2,T,F,0,F,T,1,F,F,1,F,F,8,F,F,F,,0,0,N,0,N,0,N,0,1,3,4,8,,,,F,F,F,F,F,F,F,F,F,raint003,raint003,raint003,F,F,F,F,F,,,,,0,8,0,0,0,0,0,0,0,66
CIN201804120,CIN201804120SLN,SLN,7,0,1,1,2,SS*BX,10,4,ozunm001,R,ozunm001,R,raint003,R,raint003,R,barnt001,gossp001,genns001,pennc001,peraj003,winkj002,hamib001,ervip001,phamt001,,fowld001,3/L3F,F,F,7,4,2,T,T,0,F,F,1,F,F,0,F,F,3,L,F,T,3F,0,0,N,0,N,0,N,0,1,0,3,3,,,,F,F,F,F,F,F,F,F,F,raint003,,raint003,F,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,67
CIN201804120,CIN201804120SLN,SLN,7,0,2,2,2,BC*BSX,10,4,martj008,R,martj008,R,raint003,R,raint003,R,barnt001,gossp001,genns001,pennc001,peraj003,winkj002,hamib001,ervip001,phamt001,,fowld001,D9/F.3-H;1-H,F,F,3,5,21,T,T,2,F,F,0,F,F,2,F,F,9,F,F,F,,0,0,N,0,N,0,N,2,4,0,4,,,,,F,F,F,F,F,F,F,F,F,raint003,,raint003,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,68
CIN201804120,CIN201804120SLN,SLN,7,0,2,1,2,FFBX,12,4,moliy001,R,moliy001,R,raint003,R,raint003,R,barnt001,gossp001,genns001,pennc001,peraj003,winkj002,hamib001,ervip001,,martj008,,63/G,F,F,2,6,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,0,0,2,0,63,,,,F,F,F,F,F,F,F,F,F,,raint003,,F,F,F,F,F,,,,,0,3,0,0,6,0,0,0,0,69
CIN201804120,CIN201804120SLN,SLN,7,1,0,0,0,...X,12,4,gossp001,R,gossp001,R,mayem001,R,mayem001,R,penaf001,martj008,wongk001,garcg002,dejop001,ozunm001,phamt001,fowld001,,,,63/G,T,F,3,9,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,63,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,6,0,0,0,0,70
CIN201804120,CIN201804120SLN,SLN,7,1,1,2,2,BFCBX,12,4,hamib001,L,hamib001,L,mayem001,R,mayem001,R,penaf001,martj008,wongk001,garcg002,dejop001,ozunm001,phamt001,fowld001,,,,63/G,F,F,8,1,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,63,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,6,0,0,0,0,71
CIN201804120,CIN201804120SLN,SLN,7,1,2,1,0,BX,12,4,peraj003,R,peraj003,R,mayem001,R,mayem001,R,penaf001,martj008,wongk001,garcg002,dejop001,ozunm001,phamt001,fowld001,,,,D7/L+,F,F,6,2,21,T,T,2,F,F,0,F,F,0,F,F,7,L,F,F,,0,0,N,0,N,0,N,2,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,72
CIN201804120,CIN201804120SLN,SLN,7,1,2,3,2,BBCSFFBX,12,4,winkj002,L,winkj002,L,mayem001,R,mayem001,R,penaf001,martj008,wongk001,garcg002,dejop001,ozunm001,phamt001,fowld001,,peraj003,,7/F7LF,F,F,7,3,2,T,T,0,F,F,1,F,F,0,F,F,7,F,F,T,7LF,0,0,N,0,N,0,N,0,0,2,0,7,,,,F,F,F,F,F,F,F,F,F,,mayem001,,F,F,F,F,F,,,,,0,7,0,0,0,0,0,0,0,73
CIN201804120,CIN201804120SLN,SLN,8,0,0,0,2,.CSS,12,4,dejop001,R,dejop001,R,reedc002,L,reedc002,L,barnt001,gossp001,genns001,pennc001,peraj003,winkj002,hamib001,ervip001,,,,K,T,F,6,7,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,74
CIN201804120,CIN201804120SLN,SLN,8,0,1,2,2,FBBFX,12,4,wongk001,L,wongk001,L,reedc002,L,reedc002,L,barnt001,gossp001,genns001,pennc001,peraj003,winkj002,hamib001,ervip001,,,,2E3/G-,F,F,4,8,2,T,T,0,F,F,0,F,F,0,F,F,2,G,F,F,,1,3,D,0,N,0,N,1,0,0,0,2E3,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,2,0,0,0,0,75
CIN201804120,CIN201804120SLN,SLN,8,0,1,0,0,X,12,4,garcg002,L,garcg002,L,reedc002,L,reedc002,L,barnt001,gossp001,genns001,pennc001,peraj003,winkj002,hamib001,ervip001,wongk001,,,8/F,F,F,5,9,2,T,T,0,F,F,1,F,F,0,F,F,8,F,F,F,,0,0,N,0,N,0,N,0,1,0,0,8,,,,F,F,F,F,F,F,F,F,F,reedc002,,,F,F,F,F,F,,,,,0,8,0,0,0,0,0,0,0,76
CIN201804120,CIN201804120SLN,SLN,8,0,2,2,2,FBBCS,12,4,fowld001,R,fowld001,R,reedc002,L,reedc002,L,barnt001,gossp001,genns001,pennc001,peraj003,winkj002,hamib001,ervip001,wongk001,,,K,F,F,9,1,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,0,0,2,,,,F,F,F,F,F,F,F,F,F,reedc002,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,77
CIN201804120,CIN201804120SLN,SLN,8,1,0,2,2,CBFBS,12,4,pennc001,L,pennc001,L,mayem001,R,mayem001,R,penaf001,martj008,wongk001,garcg002,dejop001,ozunm001,phamt001,fowld001,,,,K,T,F,5,4,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,78
CIN201804120,CIN201804120SLN,SLN,8,1,1,0,1,CX,12,4,genns001,L,genns001,L,mayem001,R,mayem001,R,penaf001,martj008,wongk001,garcg002,dejop001,ozunm001,phamt001,fowld001,,,,43/G,F,F,4,5,2,T,T,0,F,F,1,F,F,0,F,F,4,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,43,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,4,0,0,0,0,79
CIN201804120,CIN201804120SLN,SLN,8,1,2,1,2,BCCX,12,4,ervip001,R,ervip001,R,mayem001,R,mayem001,R,penaf001,martj008,wongk001,garcg002,dejop001,ozunm001,phamt001,fowld001,,,,S6/L,F,F,9,6,20,T,T,1,F,F,0,F,F,0,F,F,6,L,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,80
CIN201804120,CIN201804120SLN,SLN,8,1,2,0,0,>B,12,4,barnt001,L,barnt001,L,mayem001,R,mayem001,R,penaf001,martj008,wongk001,garcg002,dejop001,ozunm001,phamt001,fowld001,ervip001,,,DI.1-2,F,F,2,7,5,F,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,2,0,0,,,,,F,F,F,F,F,F,F,F,F,mayem001,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,81
CIN201804120,CIN201804120SLN,SLN,8,1,2,3,1,>B.FBBB,12,4,barnt001,L,barnt001,L,mayem001,R,mayem001,R,penaf001,martj008,wongk001,garcg002,dejop001,ozunm001,phamt001,fowld001,,ervip001,,W,F,F,2,7,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,0,2,0,,,,,F,F,F,F,F,F,F,F,F,,mayem001,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,82
CIN201804120,CIN201804120SLN,SLN,8,1,2,3,2,.BSCBFB>C,12,4,mesod001,R,mesod001,R,mayem001,R,mayem001,R,penaf001,martj008,wongk001,garcg002,dejop001,ozunm001,phamt001,fowld001,barnt001,ervip001,,K,F,T,11,8,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,0,2,,,,F,F,F,F,F,F,F,F,F,mayem001,mayem001,,F,F,F,F,F,,,,reedc002,1,2,0,0,0,0,0,0,0,83
CIN201804120,CIN201804120SLN,SLN,9,0,0,3,2,...CBBFBB,12,4,phamt001,R,phamt001,R,pennc001,R,pennc001,R,barnt001,mesod001,genns001,gossp001,peraj003,winkj002,hamib001,ervip001,,,,W,T,F,8,2,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,84
CIN201804120,CIN201804120SLN,SLN,9,0,0,0,1,CX,12,4,penaf001,R,penaf001,R,pennc001,R,pennc001,R,barnt001,mesod001,genns001,gossp001,peraj003,winkj002,hamib001,ervip001,phamt001,,,7/F+,F,F,2,3,2,T,T,0,F,F,1,F,F,0,F,F,7,F,F,F,,0,0,N,0,N,0,N,0,1,0,0,7,,,,F,F,F,F,F,F,F,F,F,pennc001,,,F,F,F,F,F,,,,,0,7,0,0,0,0,0,0,0,85
CIN201804120,CIN201804120SLN,SLN,9,0,1,2,1,C*B*BX,12,4,ozunm001,R,ozunm001,R,pennc001,R,pennc001,R,barnt001,mesod001,genns001,gossp001,peraj003,winkj002,hamib001,ervip001,phamt001,,,63/G.1-2,F,F,7,4,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,0,2,0,0,63,,,,F,F,F,F,F,F,F,F,F,pennc001,,,F,F,F,F,F,,,,,0,3,0,0,6,0,0,0,0,86
CIN201804120,CIN201804120SLN,SLN,9,0,2,1,2,CC*BX,12,4,martj008,R,martj008,R,pennc001,R,pennc001,R,barnt001,mesod001,genns001,gossp001,peraj003,winkj002,hamib001,ervip001,,phamt001,,D7/L+.2-H,F,F,3,5,21,T,T,2,F,F,0,F,F,1,F,F,7,L,F,F,,0,0,N,0,N,0,N,2,0,4,0,,,,,F,F,F,F,F,F,F,F,F,,pennc001,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,87
CIN201804120,CIN201804120SLN,SLN,9,0,2,3,2,CBBFBFB,13,4,mayem001,R,mayem001,R,pennc001,R,pennc001,R,barnt001,mesod001,genns001,gossp001,peraj003,winkj002,hamib001,ervip001,,martj008,,W,F,F,1,6,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,0,2,0,,,,,F,F,F,F,F,F,F,F,F,,pennc001,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,88
CIN201804120,CIN201804120SLN,SLN,9,0,2,3,2,BBBCF>C,13,4,dejop001,R,dejop001,R,pennc001,R,pennc001,R,barnt001,mesod001,genns001,gossp001,peraj003,winkj002,hamib001,ervip001,mayem001,martj008,,K,F,F,6,7,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,0,2,,,,F,F,F,F,F,F,F,F,F,pennc001,pennc001,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,89
CIN201804120,CIN201804120SLN,SLN,9,1,0,0,2,CCX,13,4,gossp001,R,gossp001,R,mayem001,R,mayem001,R,penaf001,martj008,wongk001,garcg002,dejop001,ozunm001,phamt001,fowld001,,,,31/G,T,F,5,9,2,T,T,0,F,F,1,F,F,0,F,F,3,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,31,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,1,0,0,3,0,0,0,0,90
CIN201804120,CIN201804120SLN,SLN,9,1,1,1,0,BX,13,4,hamib001,L,hamib001,L,mayem001,R,mayem001,R,penaf001,martj008,wongk001,garcg002,dejop001,ozunm001,phamt001,fowld001,,,,43/G,F,F,8,1,2,T,T,0,F,F,1,F,F,0,F,F,4,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,43,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,4,0,0,0,0,91
CIN201804120,CIN201804120SLN,SLN,9,1,2,0,1,CX,13,4,peraj003,R,peraj003,R,mayem001,R,mayem001,R,penaf001,martj008,wongk001,garcg002,dejop001,ozunm001,phamt001,fowld001,,,,8/L,F,F,6,2,2,T,T,0,F,F,1,F,F,0,F,F,8,L,F,F,,0,0,N,0,N,0,N,0,0,0,0,8,,,,F,F,F,F,F,F,F,F,F,,,,F,T,F,F,F,,,,,0,8,0,0,0,0,0,0,0,92
CIN201804130,CIN201804130SLN,SLN,1,0,0,1,0,BX,0,0,fowld001,L,fowld001,L,mahlt001,R,mahlt001,R,mesod001,vottj001,genns001,pennc001,peraj003,duvaa001,hamib001,ervip001,,,,7/F,T,F,9,1,2,T,T,0,F,F,1,F,F,0,F,F,7,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,7,,,,F,F,F,F,F,F,F,F,F,,,,T,F,F,F,F,,,,,0,7,0,0,0,0,0,0,0,1
CIN201804130,CIN201804130SLN,SLN,1,0,1,1,2,CFBFC,0,0,phamt001,R,phamt001,R,mahlt001,R,mahlt001,R,mesod001,vottj001,genns001,pennc001,peraj003,duvaa001,hamib001,ervip001,,,,K,F,F,8,2,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,2
CIN201804130,CIN201804130SLN,SLN,1,0,2,2,2,CBBFS,0,0,carpm002,L,carpm002,L,mahlt001,R,mahlt001,R,mesod001,vottj001,genns001,pennc001,peraj003,duvaa001,hamib001,ervip001,,,,K,F,F,5,3,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,3
CIN201804130,CIN201804130SLN,SLN,1,1,0,3,1,CBBBB,0,0,hamib001,L,hamib001,L,weavl001,R,weavl001,R,moliy001,martj008,wongk001,carpm002,dejop001,ozunm001,phamt001,fowld001,,,,W,T,F,8,1,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,4
CIN201804130,CIN201804130SLN,SLN,1,1,0,0,0,1X,0,0,peraj003,R,peraj003,R,weavl001,R,weavl001,R,moliy001,martj008,wongk001,carpm002,dejop001,ozunm001,phamt001,fowld001,hamib001,,,46(1)/FO/G,F,F,6,2,2,T,T,0,F,F,1,F,F,0,F,F,4,G,F,F,,0,0,N,0,N,0,N,1,0,0,0,,46,,,F,F,F,F,F,F,F,F,F,weavl001,,,F,F,F,F,F,,,,,0,6,0,0,4,0,0,0,0,5
CIN201804130,CIN201804130SLN,SLN,1,1,1,2,2,S1BFF*BFX,0,0,vottj001,L,vottj001,L,weavl001,R,weavl001,R,moliy001,martj008,wongk001,carpm002,dejop001,ozunm001,phamt001,fowld001,peraj003,,,7/F,F,F,3,3,2,T,T,0,F,F,1,F,F,0,F,F,7,F,F,F,,0,0,N,0,N,0,N,0,1,0,0,7,,,,F,F,F,F,F,F,F,F,F,weavl001,,,F,F,F,F,F,,,,,0,7,0,0,0,0,0,0,0,6
CIN201804130,CIN201804130SLN,SLN,1,1,2,1,2,1SBCS,0,0,genns001,L,genns001,L,weavl001,R,weavl001,R,moliy001,martj008,wongk001,carpm002,dejop001,ozunm001,phamt001,fowld001,peraj003,,,K,F,F,4,4,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,0,0,2,,,,F,F,F,F,F,F,F,F,F,weavl001,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,7
CIN201804130,CIN201804130SLN,SLN,2,0,0,3,2,.BCCBBFFC,0,0,ozunm001,R,ozunm001,R,mahlt001,R,mahlt001,R,mesod001,vottj001,genns001,pennc001,peraj003,duvaa001,hamib001,ervip001,,,,K,T,F,7,4,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,8
CIN201804130,CIN201804130SLN,SLN,2,0,1,0,2,CCX,0,0,martj008,R,martj008,R,mahlt001,R,mahlt001,R,mesod001,vottj001,genns001,pennc001,peraj003,duvaa001,hamib001,ervip001,,,,S9/G+,F,F,3,5,20,T,T,1,F,F,0,F,F,0,F,F,9,G,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,9
CIN201804130,CIN201804130SLN,SLN,2,0,1,0,0,>B,0,0,moliy001,R,moliy001,R,mahlt001,R,mahlt001,R,mesod001,vottj001,genns001,pennc001,peraj003,duvaa001,hamib001,ervip001,martj008,,,CS2(24),F,F,2,6,6,F,F,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,,24,,,F,F,F,T,F,F,F,F,F,mahlt001,,,F,F,F,F,F,,,,,0,4,0,0,2,0,0,0,0,10
CIN201804130,CIN201804130SLN,SLN,2,0,2,2,1,>B.CBX,0,0,moliy001,R,moliy001,R,mahlt001,R,mahlt001,R,mesod001,vottj001,genns001,pennc001,peraj003,duvaa001,hamib001,ervip001,,,,HR/89/F,F,F,2,6,23,T,T,4,F,F,0,F,F,1,F,F,0,F,F,F,89,0,0,N,0,N,0,N,4,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,11
CIN201804130,CIN201804130SLN,SLN,2,0,2,2,2,CBSBC,1,0,dejop001,R,dejop001,R,mahlt001,R,mahlt001,R,mesod001,vottj001,genns001,pennc001,peraj003,duvaa001,hamib001,ervip001,,,,K,F,F,6,7,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,12
CIN201804130,CIN201804130SLN,SLN,2,1,0,3,2,BFFBFBFS,1,0,mesod001,R,mesod001,R,weavl001,R,weavl001,R,moliy001,martj008,wongk001,carpm002,dejop001,ozunm001,phamt001,fowld001,,,,K,T,F,2,5,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,13
CIN201804130,CIN201804130SLN,SLN,2,1,1,2,2,CFBBX,1,0,duvaa001,R,duvaa001,R,weavl001,R,weavl001,R,moliy001,martj008,wongk001,carpm002,dejop001,ozunm001,phamt001,fowld001,,,,63/G,F,F,7,6,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,63,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,6,0,0,0,0,14
CIN201804130,CIN201804130SLN,SLN,2,1,2,1,2,CCBC,1,0,ervip001,R,ervip001,R,weavl001,R,weavl001,R,moliy001,martj008,wongk001,carpm002,dejop001,ozunm001,phamt001,fowld001,,,,K,F,F,9,7,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,15
CIN201804130,CIN201804130SLN,SLN,3,0,0,0,0,X,1,0,wongk001,L,wongk001,L,mahlt001,R,mahlt001,R,mesod001,vottj001,genns001,pennc001,peraj003,duvaa001,hamib001,ervip001,,,,7/F,T,F,4,8,2,T,T,0,F,F,1,F,F,0,F,F,7,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,7,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,7,0,0,0,0,0,0,0,16
CIN201804130,CIN201804130SLN,SLN,3,0,1,0,2,CST,1,0,weavl001,R,weavl001,R,mahlt001,R,mahlt001,R,mesod001,vottj001,genns001,pennc001,peraj003,duvaa001,hamib001,ervip001,,,,K,F,F,1,9,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,17
CIN201804130,CIN201804130SLN,SLN,3,0,2,1,2,CCBX,1,0,fowld001,L,fowld001,L,mahlt001,R,mahlt001,R,mesod001,vottj001,genns001,pennc001,peraj003,duvaa001,hamib001,ervip001,,,,53/G,F,F,9,1,2,T,T,0,F,F,1,F,F,0,F,F,5,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,53,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,5,0,0,0,0,18
CIN201804130,CIN201804130SLN,SLN,3,1,0,3,2,CBBBFFX,1,0,pennc001,L,pennc001,L,weavl001,R,weavl001,R,moliy001,martj008,wongk001,carpm002,dejop001,ozunm001,phamt001,fowld001,,,,9/F,T,F,5,8,2,T,T,0,F,F,1,F,F,0,F,F,9,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,9,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,9,0,0,0,0,0,0,0,19
CIN201804130,CIN201804130SLN,SLN,3,1,1,1,0,BX,1,0,mahlt001,R,mahlt001,R,weavl001,R,weavl001,R,moliy001,martj008,wongk001,carpm002,dejop001,ozunm001,phamt001,fowld001,,,,3/G,F,F,1,9,2,T,T,0,F,F,1,F,F,0,F,F,3,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,3,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,20
